Customer_ID,Name,Gender,Address,Nationality,Account_Type,Age,Education,Employment,Salary,Employer_Stability,Customer_Loyalty,Balance,Residential_Status,Service_Level
47,Patricia Burns,Male,788 Richard Union,Zimbabwean,Current,0,0,0,1,1,1,2,1,0
48,Kelli Sloan,Male,9171 Tran Keys,Zimbabwean,Savings,1,1,2,0,0,0,1,0,0
49,Dr. John Stephens,Female,7149 James Hollow Suite 817,Zimbabwean,Savings,1,0,2,1,1,1,2,0,1
50,Sherry Guerrero,Male,5148 Smith Trafficway,Zimbabwean,Savings,2,1,2,1,1,0,2,0,2
51,Amber Carpenter,Female,88863 Kramer Station Apt. 457,Zimbabwean,Current,1,1,2,2,0,0,1,1,1
52,Adam Arnold,Female,712 Harding Estate Apt. 011,Zimbabwean,Current,1,1,2,0,1,1,1,0,1
53,Jessica Robertson,Male,31936 Cooper Ferry Suite 513,Zimbabwean,Savings,0,1,1,1,0,1,2,1,1
54,Lisa Ferguson,Male,677 Jennifer Underpass Suite 871,Zimbabwean,Savings,2,1,1,0,1,0,2,0,1
55,Melinda Johnston,Female,90196 Madison Crossroad,Zimbabwean,Savings,2,0,2,0,0,0,1,0,0
56,Natalie Daniel,Male,179 Peggy Fields,Zimbabwean,Savings,0,1,0,2,1,0,2,1,1
57,Kristin Smith,Female,47846 Guzman Corners Suite 908,Zimbabwean,Current,2,0,0,0,1,0,1,0,0
58,Sean Colon,Female,5875 Anderson Park Apt. 717,Zimbabwean,Current,1,1,0,2,0,1,1,0,0
59,Gary Cook,Female,664 Charles Stream,Zimbabwean,Current,1,0,1,1,0,1,0,1,0
60,Melissa Arnold,Female,2609 Joseph Knoll,Zimbabwean,Savings,2,0,0,1,1,1,1,0,0
61,Alan Larson,Male,8865 Dean Junction Apt. 831,Zimbabwean,Savings,1,1,2,0,0,0,1,0,0
62,Anne Lloyd,Male,7336 David Drive Apt. 850,Zimbabwean,Savings,0,1,1,0,0,1,0,1,0
63,Jeffrey Hicks,Female,639 Amanda Views,Zimbabwean,Current,1,1,2,2,0,1,1,1,2
64,Michael Kent,Female,0411 Rebecca Glens Apt. 773,Zimbabwean,Current,2,1,2,1,0,0,0,1,1
65,Karen Jones,Male,71392 Danielle Trace Suite 627,Zimbabwean,Savings,0,0,2,1,0,0,1,0,0
66,Brandon Morgan,Male,1154 Brown Meadows,Zimbabwean,Current,2,0,1,1,0,1,0,0,0
67,Julie Hunter,Female,00982 Griffin Path,Zimbabwean,Current,0,1,1,2,0,0,1,0,0
68,Todd Mckenzie,Female,378 Sara Rapids Suite 326,Zimbabwean,Savings,2,1,2,2,0,0,0,1,1
69,Brenda Brady,Female,4790 Ortega Tunnel Apt. 883,Zimbabwean,Current,1,1,1,0,1,1,1,0,0
70,Aaron Johnson,Male,852 Amber Green,Zimbabwean,Savings,2,0,1,1,0,0,2,0,0
71,Nancy Morales,Female,092 Smith Center Apt. 625,Zimbabwean,Savings,1,1,1,2,0,1,0,1,1
72,Mr. Paul Banks,Male,65617 Robert Ways Apt. 744,Zimbabwean,Current,1,1,2,0,0,0,0,0,0
73,Roy Adams,Female,87527 Conner Mountains,Zimbabwean,Savings,0,0,0,2,1,0,1,1,0
74,Derrick Patterson,Male,9720 Davis Knolls,Zimbabwean,Savings,2,0,2,2,0,1,0,1,1
75,John Jackson,Female,2716 Jeremy Court Apt. 606,Zimbabwean,Savings,0,0,2,0,1,0,2,0,0
76,Jeanette Hopkins,Female,13567 Perry Curve,Zimbabwean,Current,0,1,1,2,1,0,0,1,0
77,Christopher Ross,Male,433 Anthony Heights,Zimbabwean,Savings,0,1,1,0,1,1,1,1,0
78,Tracy Adams,Female,0322 Mills Ford,Zimbabwean,Current,1,0,2,1,0,0,1,0,0
79,Morgan Mathis,Male,20621 Brittany Valley Apt. 878,Zimbabwean,Savings,0,1,1,2,0,0,1,1,0
80,Becky Herrera,Male,6066 Browning Point,Zimbabwean,Current,1,0,1,2,0,0,0,1,0
81,Bryan Bond,Male,7424 Lindsay Mountains Apt. 932,Zimbabwean,Savings,1,1,0,1,1,1,1,0,0
82,James Murphy,Female,9832 Jackson Park Apt. 530,Zimbabwean,Savings,1,1,0,2,0,1,0,1,0
83,Jessica Scott,Male,8311 Ortega Place,Zimbabwean,Current,0,0,1,2,0,1,1,1,0
84,Max Garrett,Male,7085 Shaw Ports,Zimbabwean,Current,0,1,0,1,0,1,1,1,0
85,Amy Walker,Male,55639 Phillips River Apt. 856,Zimbabwean,Savings,2,0,1,0,1,1,0,1,0
86,Elaine Escobar,Female,681 Morris Knoll Suite 604,Zimbabwean,Current,1,0,2,0,1,0,2,0,0
87,Joe Davila,Female,6316 Ronald Isle Suite 449,Zimbabwean,Savings,0,1,0,2,1,0,0,0,0
88,Brittany Andrews,Male,849 Fox Mall,Zimbabwean,Current,2,0,1,1,1,1,2,1,2
89,Elizabeth Avila,Female,6781 Conley Ferry Suite 418,Zimbabwean,Savings,0,1,2,1,1,1,1,0,1
90,Kimberly Garcia,Female,7655 Michael Way,Zimbabwean,Savings,2,0,2,1,0,1,1,0,1
91,Brenda Murphy,Female,1278 Arias Station,Zimbabwean,Current,1,1,2,0,1,0,1,1,1
92,Brandi Bailey,Male,10777 Sampson Vista,Zimbabwean,Savings,0,0,2,1,1,1,2,1,1
93,Victoria Black,Male,482 Erica Pines Apt. 252,Zimbabwean,Savings,2,0,1,0,1,1,0,0,0
94,Gavin Kelly,Male,26176 Howard Stravenue,Zimbabwean,Savings,1,0,1,0,0,1,0,1,0
95,Scott Rocha MD,Male,468 Bryan Springs,Zimbabwean,Current,1,1,0,0,0,0,0,0,0
96,Teresa Phillips,Female,05056 Green Vista,Zimbabwean,Current,1,0,0,1,1,0,0,0,0
97,Chelsea Moore,Female,502 Michael Path,Zimbabwean,Current,1,1,1,2,1,1,2,1,2
98,Diane Romero,Male,833 Maria Summit,Zimbabwean,Current,0,0,0,2,1,1,1,1,0
99,Victoria Alvarez,Male,17498 Patricia Island Suite 117,Zimbabwean,Current,1,0,1,0,1,1,0,0,0
100,Terrance Daniels,Male,793 Martinez Village,Zimbabwean,Savings,1,0,2,0,1,1,1,1,1
101,Shannon Lopez,Female,1267 Eric Forges,Zimbabwean,Current,2,0,2,2,1,1,2,0,2
102,Pamela Pearson,Male,681 Heather Ports,Zimbabwean,Savings,2,1,0,2,1,0,2,0,1
103,Melanie Kennedy,Female,6851 Michelle Freeway Suite 474,Zimbabwean,Current,2,0,0,1,1,1,0,1,0
104,Mark Kirk,Male,7702 Nelson Curve Apt. 985,Zimbabwean,Current,1,0,2,1,1,1,0,1,1
105,Sara Maddox,Female,404 Debra Springs,Zimbabwean,Savings,2,1,2,1,1,1,0,1,2
106,Anthony Lawson,Female,20756 Ashley Mount Apt. 313,Zimbabwean,Savings,0,1,1,2,0,0,2,0,0
107,Javier Robinson,Female,638 Jonathan Road,Zimbabwean,Current,1,1,0,2,1,0,0,1,0
108,Tyler Gonzalez,Female,7911 Tina Port,Zimbabwean,Savings,1,0,1,2,0,1,2,1,1
109,Karen Lin,Female,83761 Patton Vista,Zimbabwean,Savings,2,0,1,2,1,0,2,1,2
110,Rebecca Cantrell,Male,502 Benjamin Centers,Zimbabwean,Current,1,1,2,1,0,0,1,1,1
111,Brian Doyle,Male,8287 Francisco Shores Apt. 357,Zimbabwean,Savings,0,0,1,1,0,0,0,0,0
112,Tammy Jones,Male,310 Warren Junction,Zimbabwean,Current,2,1,0,1,0,0,1,1,0
113,Heather Willis,Male,15941 Katherine Ferry,Zimbabwean,Savings,1,0,1,0,1,0,1,1,0
114,Ashley Thompson,Female,41259 Johnson Flats,Zimbabwean,Current,1,0,0,0,0,0,2,0,0
115,Jerry Short,Female,876 Joshua Dale,Zimbabwean,Savings,0,0,1,0,1,0,1,0,0
116,Karla Flynn,Female,670 Griffin Mission Suite 874,Zimbabwean,Current,1,1,1,1,1,0,2,0,1
117,Nicole Peck,Female,261 John Squares,Zimbabwean,Savings,2,0,2,2,1,1,2,0,2
118,Terrance Esparza,Female,6766 Mcdowell Neck,Zimbabwean,Current,2,1,0,2,1,1,0,1,1
119,Marcus Valdez,Male,4154 Davis Streets,Zimbabwean,Current,2,0,0,0,0,1,0,0,0
120,Jacob Smith,Male,99685 Hobbs Avenue Suite 654,Zimbabwean,Savings,0,0,2,0,0,0,0,0,0
121,Carol Davis,Male,00280 Brittany Club,Zimbabwean,Savings,1,0,0,1,0,1,1,1,0
122,Sharon Crane,Female,570 Jeffery Springs Apt. 141,Zimbabwean,Current,2,0,1,1,1,0,2,1,1
123,Janice Wilson,Male,48472 Deleon Row,Zimbabwean,Current,1,1,2,2,0,0,0,1,1
124,Billy Harris,Male,828 Herrera Lodge,Zimbabwean,Savings,1,0,1,2,1,0,0,0,0
125,Melissa Mullins,Female,35170 Harris Meadow Apt. 604,Zimbabwean,Savings,1,0,0,0,1,1,0,1,0
126,Mark Martinez,Female,592 Emily Cove Suite 834,Zimbabwean,Savings,2,1,2,1,0,0,0,0,0
127,Kristen Hernandez,Female,6654 Simmons Trail Suite 486,Zimbabwean,Current,1,1,2,2,0,0,1,0,1
128,Eric Black,Female,791 Bryant Mountain Suite 490,Zimbabwean,Savings,2,0,0,0,0,0,0,0,0
129,Mary Owen,Female,634 Julie Stream,Zimbabwean,Current,1,0,1,2,0,1,2,1,1
130,Robert Mitchell,Male,7558 Jessica Square,Zimbabwean,Savings,1,0,0,1,1,0,1,0,0
131,Susan Farrell,Female,027 Pittman Landing,Zimbabwean,Current,1,0,1,2,0,0,1,0,0
132,James Dunn,Male,6280 Simon Circle Suite 682,Zimbabwean,Current,0,0,1,2,1,1,0,0,0
133,Andrew Murphy,Male,9701 Jones Mews Suite 845,Zimbabwean,Savings,1,1,2,2,0,1,1,0,1
134,Nathan Lindsey,Male,1211 Caitlin Track Suite 897,Zimbabwean,Current,1,0,2,2,0,1,0,0,0
135,Frank Hernandez,Male,341 Kimberly Place,Zimbabwean,Savings,1,0,0,1,0,0,2,0,0
136,April Alvarez,Male,514 Brandi Creek Suite 670,Zimbabwean,Current,1,1,1,1,0,1,0,1,0
137,Deborah Park,Female,45095 Mejia Rapid,Zimbabwean,Savings,2,1,0,1,1,1,2,1,2
138,Jacob Kent,Male,697 Gregory Ways,Zimbabwean,Savings,1,1,0,2,1,0,0,1,0
139,Angela Goodman,Male,7147 Misty Underpass Apt. 038,Zimbabwean,Savings,2,1,2,1,0,0,0,0,0
140,Anthony Chavez,Male,7515 William Garden,Zimbabwean,Current,1,0,0,0,1,0,2,1,0
141,Robin Mclaughlin,Female,762 Carrillo Station Suite 388,Zimbabwean,Savings,1,1,2,0,1,1,0,1,1
142,Kevin Frye,Female,52980 Richard Hills Apt. 097,Zimbabwean,Current,2,0,1,2,0,1,1,1,1
143,Richard Cherry,Female,028 Ritter Spur,Zimbabwean,Savings,0,1,2,1,1,1,0,1,1
144,Randy Freeman III,Male,2441 Boyd Trafficway,Zimbabwean,Savings,2,1,1,1,0,1,2,1,2
145,Ashley Gregory,Male,942 Michele Lakes Suite 159,Zimbabwean,Savings,0,1,2,2,0,1,1,1,1
146,Michelle Pope,Female,29205 Andrea Mill,Zimbabwean,Savings,1,0,0,0,1,0,1,0,0
147,Allison Williams,Female,2856 Pamela Crossroad,Zimbabwean,Savings,0,1,0,2,1,1,0,0,0
148,Nathan Christensen,Male,1358 Karen Tunnel Suite 059,Zimbabwean,Current,1,1,1,1,1,1,0,1,1
149,Abigail Barnes,Female,495 Wilkerson Canyon,Zimbabwean,Savings,1,0,0,1,1,0,0,1,0
150,Jamie Barajas,Female,72522 Philip Dam Apt. 584,Zimbabwean,Current,2,0,0,0,1,0,1,0,0
151,Scott Jenkins,Female,88776 Christopher Dam Suite 638,Zimbabwean,Savings,0,0,1,2,0,0,0,0,0
152,Rita Gillespie,Female,9595 John Knoll Suite 946,Zimbabwean,Savings,0,1,1,1,1,0,0,1,0
153,Stephen Alvarez,Male,9991 Steven Highway Suite 240,Zimbabwean,Current,0,1,1,1,1,1,1,0,0
154,James Berry,Female,91104 Rodriguez Parkways Suite 307,Zimbabwean,Current,2,0,2,0,0,1,0,0,0
155,David Patterson,Male,262 Jeremiah Walk Suite 427,Zimbabwean,Savings,1,0,2,1,0,1,2,0,1
156,James Henderson,Male,322 Victoria Mews Apt. 757,Zimbabwean,Savings,1,0,1,1,0,1,2,1,1
157,Katie Chapman,Male,139 Thomas Trace,Zimbabwean,Current,1,0,2,0,0,0,1,1,0
158,Michael Chaney,Female,3441 Gordon Road,Zimbabwean,Current,1,0,0,0,0,0,0,0,0
159,Eugene Costa,Female,00846 Cody Route Apt. 918,Zimbabwean,Current,1,0,0,1,1,1,2,0,0
160,Carl Larson,Female,303 Tara Manor,Zimbabwean,Current,1,0,1,0,1,1,0,1,0
161,Dustin Olson,Female,69552 Williams Glens Suite 405,Zimbabwean,Savings,2,0,2,1,0,1,2,0,1
162,Scott Shelton,Female,100 Billy Rue Suite 263,Zimbabwean,Savings,2,0,0,0,1,1,0,0,0
163,Barbara Dunlap,Male,844 Judith Rapids Apt. 094,Zimbabwean,Current,0,1,2,1,1,1,1,0,1
164,Alexis Lawrence,Female,144 Manuel Union,Zimbabwean,Savings,1,0,1,2,0,0,0,1,0
165,Jamie Baxter,Female,76143 Brittany Landing Suite 414,Zimbabwean,Savings,1,0,0,0,0,0,1,1,0
166,Amy Small,Male,076 Evans Brook,Zimbabwean,Current,0,0,0,0,1,0,1,1,0
167,Eric Jones,Female,4313 Moore Pine,Zimbabwean,Current,0,0,0,2,1,0,1,0,0
168,Adam Williamson,Male,52761 Matthew Burgs Suite 010,Zimbabwean,Savings,2,1,2,2,1,0,1,0,2
169,Elizabeth Hughes,Female,25519 Erika Creek,Zimbabwean,Current,0,0,2,0,0,0,1,1,0
170,Victoria Sims,Female,4527 Lara Rapids Suite 520,Zimbabwean,Savings,2,0,1,2,0,0,1,1,1
171,Zachary Ponce,Male,44754 Megan Gateway,Zimbabwean,Savings,1,0,0,1,1,1,2,0,0
172,Holly Hamilton,Male,8720 Hopkins Mills,Zimbabwean,Current,1,0,2,0,0,1,2,0,0
173,Jasmine Moran,Male,8453 Wallace Orchard,Zimbabwean,Current,1,0,2,2,1,0,1,1,1
174,Melissa Murphy,Female,728 Collins Glen Apt. 413,Zimbabwean,Current,1,1,0,1,1,0,1,0,0
175,Michelle Lopez,Male,71019 Mcclain Corners,Zimbabwean,Current,1,1,0,0,1,1,0,1,0
176,Amy Medina,Male,96893 Simmons Valleys Suite 650,Zimbabwean,Current,2,0,2,1,1,0,2,0,1
177,Victoria Rodriguez,Female,38261 Tony Mills Apt. 777,Zimbabwean,Savings,0,0,0,2,1,1,2,0,0
178,David Hernandez,Female,162 Smith Flat,Zimbabwean,Savings,2,1,1,1,1,1,2,1,2
179,Dr. Steve Taylor,Male,632 Samuel Greens,Zimbabwean,Current,1,1,1,0,1,0,2,0,0
180,Manuel Serrano,Female,859 Proctor Fall Suite 504,Zimbabwean,Savings,2,1,2,2,0,0,2,1,2
181,Mark Booker,Female,162 Burton Crossing Suite 352,Zimbabwean,Savings,2,0,1,2,1,0,1,1,1
182,William Steele,Female,533 Paul Glens,Zimbabwean,Current,2,1,1,1,0,0,0,1,0
183,Raven Gallegos,Male,59707 Mark Centers,Zimbabwean,Savings,2,0,0,2,1,1,0,1,1
184,Christopher Ortiz,Male,1610 Johnson Hollow Apt. 267,Zimbabwean,Savings,1,1,1,2,0,1,1,1,1
185,Micheal Marquez,Female,15547 Scott Isle,Zimbabwean,Current,2,1,0,1,0,0,0,0,0
186,Bryce Adams,Male,38260 Velazquez Wells Suite 559,Zimbabwean,Savings,0,0,0,1,0,0,0,1,0
187,Angela Blake,Female,2853 Cory Skyway,Zimbabwean,Savings,1,1,1,1,0,0,2,1,1
188,Dan Hart,Female,9396 Irwin Creek Apt. 359,Zimbabwean,Current,0,0,2,1,0,1,1,0,0
189,Kenneth Marshall,Male,67713 Myers Ford,Zimbabwean,Savings,2,1,0,0,1,0,2,0,0
190,Anthony Vazquez,Female,732 Austin Highway,Zimbabwean,Savings,1,0,0,0,1,0,1,1,0
191,Jennifer Stark,Male,61882 Robertson Vista,Zimbabwean,Current,2,1,2,1,1,0,1,1,2
192,Cory Aguirre,Male,56050 Sean Spur Apt. 412,Zimbabwean,Current,0,0,1,0,1,1,2,0,0
193,John Edwards,Female,62171 Michael Drive Apt. 823,Zimbabwean,Savings,1,1,2,1,1,0,1,1,1
194,Kevin Hale,Male,00347 Malone Land,Zimbabwean,Current,2,0,1,0,0,0,0,0,0
195,Virginia Hall,Female,497 Blackwell Coves,Zimbabwean,Current,1,1,0,0,1,1,1,0,0
196,Nicholas Clark,Female,538 Meyer Circles Suite 786,Zimbabwean,Savings,0,0,1,0,1,0,2,0,0
197,Jennifer Foster,Male,150 Russell Trace Suite 575,Zimbabwean,Savings,0,1,1,0,0,0,0,1,0
198,Olivia Marsh,Female,2813 Anthony Path Suite 156,Zimbabwean,Savings,1,1,0,2,1,1,1,1,1
199,Angela Warner,Female,665 Sharon Knolls,Zimbabwean,Current,2,1,1,2,1,1,2,1,2
200,Angelica Thompson,Female,93961 Dustin Ridges Apt. 729,Zimbabwean,Current,1,1,1,2,0,0,1,0,0
201,Daniel Hoover,Female,7473 Thomas Drive,Zimbabwean,Savings,2,1,2,1,0,0,1,0,1
202,Alexis Simmons,Female,6097 Annette Prairie,Zimbabwean,Savings,1,1,1,2,1,1,0,1,1
203,Lisa Marquez,Male,3422 Michael Throughway,Zimbabwean,Savings,1,1,1,2,0,0,2,0,1
204,Jessica Stewart,Male,0529 Martha Estate,Zimbabwean,Current,1,1,1,1,1,0,1,1,1
205,Michelle Harper,Male,8050 Karen Burgs,Zimbabwean,Current,0,0,0,0,1,0,2,1,0
206,Megan George,Male,4325 David Circle Apt. 470,Zimbabwean,Current,0,1,0,1,0,1,1,1,0
207,Joe Brown,Female,6329 Jeffrey Fort,Zimbabwean,Current,0,1,0,1,1,1,2,0,0
208,Andrea Dunn,Male,4758 Ward Turnpike,Zimbabwean,Savings,1,1,2,1,0,0,0,0,0
209,Cathy Sanchez,Female,472 Taylor Village,Zimbabwean,Savings,1,1,2,0,0,0,0,0,0
210,Nancy Mitchell,Female,278 Miller Flat Suite 603,Zimbabwean,Current,1,1,1,0,1,1,2,1,1
211,Kirk Roberts,Male,8298 Henderson Fork,Zimbabwean,Current,1,0,2,0,0,0,1,0,0
212,Courtney Miller,Female,9812 Fleming Burg Apt. 930,Zimbabwean,Current,2,1,0,1,1,1,2,1,2
213,Erica Lucas,Female,93423 Theresa Garden Apt. 917,Zimbabwean,Current,0,1,0,2,0,0,1,0,0
214,Jimmy Roberts,Female,865 Haynes Prairie Suite 666,Zimbabwean,Savings,2,0,0,0,0,0,2,0,0
215,Francisco Nichols,Male,33086 Joseph Ferry,Zimbabwean,Savings,1,1,0,0,0,1,1,0,0
216,Michael Wells,Male,79679 Robertson Via Suite 939,Zimbabwean,Current,2,1,1,2,0,0,0,0,0
217,Sherry Snyder MD,Female,363 Watkins Ridge,Zimbabwean,Savings,0,1,0,0,1,0,2,1,0
218,Katherine Horn,Female,2607 Pope Divide,Zimbabwean,Savings,1,0,2,0,1,1,0,0,0
219,Gary Mitchell,Male,944 Lopez Glen Suite 105,Zimbabwean,Savings,0,1,1,0,0,0,0,1,0
220,Jessica Bowers,Female,6176 Matthew Ville,Zimbabwean,Current,2,1,2,2,1,1,2,1,2
221,Melissa Yang,Male,81190 Regina Stream,Zimbabwean,Savings,1,1,0,2,1,1,0,1,1
222,Wendy Murphy,Male,370 Nicholas Lane Apt. 228,Zimbabwean,Current,1,1,0,0,0,1,0,0,0
223,Nicholas Orr,Female,7751 Jimmy Mews Apt. 481,Zimbabwean,Savings,1,1,1,0,0,1,0,1,0
224,Eddie Reese,Female,7760 Michelle Haven,Zimbabwean,Current,1,0,2,1,0,0,2,0,0
225,Lisa Cardenas,Male,76107 Christian Corner Apt. 617,Zimbabwean,Savings,2,1,2,2,0,0,0,1,1
226,Amanda Weaver,Male,189 Orozco Ways,Zimbabwean,Current,1,1,0,2,0,1,0,1,0
227,Dustin Gordon,Female,07776 Shaw River,Zimbabwean,Current,2,0,0,0,0,0,0,1,0
228,Julie Henry,Male,47411 Anna Path Suite 269,Zimbabwean,Current,1,0,0,1,0,1,2,0,0
229,Bruce Barrett,Male,2919 Abigail Row,Zimbabwean,Current,0,0,1,1,1,0,2,0,0
230,Christian Barnes,Female,188 Megan Glens,Zimbabwean,Savings,1,0,2,2,0,1,1,1,1
231,Brianna Armstrong,Male,17003 Charles Walk,Zimbabwean,Savings,0,0,1,0,1,0,1,1,0
232,Kevin Nash,Male,74833 Sampson Landing,Zimbabwean,Savings,0,1,0,1,1,0,0,0,0
233,Joshua Webb,Male,004 Dennis Stravenue Apt. 907,Zimbabwean,Savings,1,1,0,2,0,1,1,1,1
234,Denise Randall,Male,00472 Christina Ford Apt. 350,Zimbabwean,Current,2,0,2,2,1,0,1,0,1
235,Karen Ingram,Male,394 Michael Circles,Zimbabwean,Savings,2,0,2,2,0,0,1,0,1
236,Courtney Humphrey,Female,05949 Smith Dam,Zimbabwean,Current,2,1,0,0,0,0,2,0,0
237,Jessica Mitchell,Female,67554 Ann River Suite 078,Zimbabwean,Savings,2,0,1,1,1,1,1,1,1
238,Danielle Jones,Female,1442 William Islands,Zimbabwean,Current,0,0,1,1,0,0,0,1,0
239,Felicia Gray,Female,53891 Lindsey Cliff Apt. 188,Zimbabwean,Savings,0,1,1,2,1,1,0,0,0
240,Joseph Cabrera,Female,521 Patrick Knoll Suite 176,Zimbabwean,Savings,1,0,1,1,1,0,1,0,0
241,Jenny Elliott,Female,737 Patrick Walk,Zimbabwean,Savings,0,1,1,1,1,0,1,1,0
242,Taylor Mcdowell,Female,2204 Nichols Park,Zimbabwean,Savings,2,1,1,0,1,1,2,1,2
243,Jason Mccullough,Female,9223 Donna Plains Suite 619,Zimbabwean,Savings,0,1,1,0,0,0,0,1,0
244,Brandi Hunt,Female,04978 Peck Villages,Zimbabwean,Savings,1,1,1,2,0,0,2,0,1
245,Christopher Jones,Male,8523 Garcia Tunnel,Zimbabwean,Current,1,0,2,1,1,1,1,1,1
246,Kristine Myers,Female,077 Le Ridges,Zimbabwean,Savings,0,1,2,0,1,0,0,0,0
247,Janice Sellers,Male,2649 Heather Forges Suite 418,Zimbabwean,Savings,0,0,2,2,0,1,2,1,1
