Customer_ID,Name,Gender,Address,Nationality,Account_Type,Age,Education,Employment,Salary,Employer_Stability,Customer_Loyalty,Balance,Residential_Status,Service_Level
75,Nicholas Jenkins,Female,4361 Hayes Estates Apt. 592,156,Current Account,18 - 35,Highschool and below,Permanent,886,Unstable,0,2789,Owned,0.0
76,Susan Lee,Female,9815 Timothy Isle Suite 906,239,Savings Account,36 - 59,Highschool and below,Permanent,4627,Stable,0,179487,Owned,0.0
77,Jessica Moreno,Male,8290 Rachel Shoal Apt. 955,145,Savings Account,36 - 59,Tertiary and above,Student,24001,Unstable,7,2789,Rented,1.0
78,Wendy Williams,Female,364 Diane Springs,28,Current Account,36 - 59,Highschool and below,Permanent,24001,Stable,10,2789,Rented,2.0
79,James Ramos,Male,803 Sara Station Apt. 928,28,Savings Account,60 +,Highschool and below,Student,886,Stable,8,179487,Owned,1.0
80,Jennifer Goodman,Female,8917 Browning Roads Suite 379,239,Savings Account,60 +,Highschool and below,Contract,24001,Stable,9,179487,Owned,2.0
81,Peter Reyes,Female,4897 Amy Shoals Apt. 704,239,Current Account,36 - 59,Tertiary and above,Permanent,4627,Stable,2,2333,Rented,0.0
82,Ann Patterson,Female,37710 Emily Burgs,239,Savings Account,18 - 35,Highschool and below,Contract,4627,Unstable,10,179487,Owned,2.0
83,Kevin Olson,Female,302 Holly Extension Apt. 854,145,Current Account,60 +,Tertiary and above,Contract,24001,Unstable,6,2789,Rented,0.0
84,Matthew Arroyo,Male,3421 Davis Track Suite 263,156,Current Account,18 - 35,Tertiary and above,Contract,886,Unstable,7,2333,Owned,1.0
85,Peter Baxter,Female,195 Tonya Plains Apt. 812,28,Current Account,36 - 59,Highschool and below,Student,24001,Stable,3,2789,Owned,0.0
86,Daniel Stone,Male,22809 Tracey Crossroad Apt. 509,156,Savings Account,36 - 59,Tertiary and above,Permanent,24001,Stable,3,2789,Owned,1.0
87,Richard Carr,Male,386 Andrew Stream Suite 878,99,Current Account,18 - 35,Highschool and below,Student,886,Stable,7,179487,Rented,1.0
88,Benjamin Brooks,Male,176 Johnson Drive Apt. 781,239,Savings Account,18 - 35,Highschool and below,Student,24001,Stable,0,2789,Owned,0.0
89,Elizabeth Carrillo,Female,6014 Tanya Cove,193,Savings Account,60 +,Tertiary and above,Student,24001,Stable,8,2789,Rented,1.0
90,Frank Smith,Male,607 Wallace Center Suite 391,239,Current Account,18 - 35,Highschool and below,Permanent,886,Stable,7,179487,Owned,1.0
91,Christian Ramirez,Female,16329 Russo Pines,239,Current Account,18 - 35,Highschool and below,Contract,886,Stable,8,2789,Rented,1.0
92,Matthew Carter,Female,6399 Nichols Spurs,239,Savings Account,36 - 59,Highschool and below,Permanent,24001,Stable,9,2333,Rented,1.0
93,Robert Fernandez,Female,263 Deanna Roads Apt. 227,239,Current Account,36 - 59,Highschool and below,Contract,24001,Unstable,6,179487,Rented,1.0
94,Sarah Le,Male,6576 Young Ports,222,Savings Account,36 - 59,Tertiary and above,Permanent,886,Stable,6,179487,Rented,1.0
95,Richard Thomas,Male,397 Vargas Groves Suite 285,44,Savings Account,36 - 59,Highschool and below,Contract,24001,Unstable,5,2333,Owned,0.0
96,Rebecca Stewart,Male,931 Wolfe Causeway Suite 960,239,Current Account,36 - 59,Highschool and below,Permanent,4627,Unstable,7,2333,Rented,0.0
97,Denise Burke,Male,8978 Jon Fields,239,Savings Account,18 - 35,Tertiary and above,Permanent,4627,Stable,8,2789,Owned,2.0
98,Jacob Garcia,Female,837 Oneill Manor,223,Savings Account,18 - 35,Highschool and below,Permanent,4627,Unstable,7,2333,Owned,1.0
99,Nicole Barnes,Male,8564 Ferguson Point Apt. 223,44,Current Account,60 +,Highschool and below,Permanent,4627,Unstable,1,2333,Owned,0.0
100,Kathleen Williams,Male,8964 Andre Burg Suite 406,239,Current Account,60 +,Highschool and below,Student,886,Stable,5,2333,Rented,0.0
101,Amy Martinez,Male,31886 Tracy Village,145,Savings Account,60 +,Tertiary and above,Permanent,24001,Unstable,9,2789,Rented,1.0
102,Brian Johnson,Female,91896 Gabriel Crossing Apt. 483,99,Current Account,18 - 35,Tertiary and above,Contract,24001,Stable,7,2789,Rented,1.0
103,Craig Evans,Female,138 Sharon Way Suite 063,193,Current Account,18 - 35,Tertiary and above,Contract,4627,Unstable,0,2789,Owned,0.0
104,Edwin Cruz,Male,5544 Combs Knolls,156,Savings Account,18 - 35,Tertiary and above,Contract,886,Stable,2,2333,Rented,0.0
105,Darren White,Female,8216 Hanson Estates,223,Current Account,18 - 35,Highschool and below,Student,886,Unstable,2,2789,Owned,0.0
106,Hector Jones,Female,135 Wells Roads,222,Savings Account,18 - 35,Highschool and below,Contract,4627,Unstable,8,2333,Owned,1.0
107,Cody Tucker,Female,2245 Alicia Estate,28,Savings Account,36 - 59,Highschool and below,Contract,886,Stable,4,2789,Rented,0.0
108,Evan Solomon,Male,080 Durham Light Suite 427,44,Current Account,18 - 35,Highschool and below,Student,886,Stable,1,2333,Owned,0.0
109,Andrea Cruz,Male,0308 Brittany Wells Apt. 133,156,Current Account,36 - 59,Highschool and below,Contract,24001,Unstable,7,2789,Rented,1.0
110,Joanna Duncan DDS,Male,82873 Griffin Heights,239,Savings Account,36 - 59,Tertiary and above,Permanent,24001,Stable,3,2333,Rented,0.0
111,Edward Gray,Male,35579 Keith Cliff Suite 715,28,Current Account,36 - 59,Tertiary and above,Contract,4627,Unstable,5,2789,Owned,0.0
112,Thomas Johnson,Female,8922 Megan Summit,222,Savings Account,60 +,Tertiary and above,Permanent,24001,Stable,2,2789,Owned,0.0
113,Rebekah Foster,Male,26038 Theresa Throughway Apt. 524,145,Current Account,36 - 59,Tertiary and above,Contract,886,Stable,6,2333,Rented,0.0
114,Craig Miller,Female,982 John Lock,99,Current Account,60 +,Highschool and below,Permanent,4627,Stable,5,2789,Rented,0.0
115,Johnny Rogers,Female,6245 Bell Mission,156,Current Account,60 +,Tertiary and above,Contract,24001,Unstable,6,2789,Owned,1.0
116,April Chan,Female,27568 Brandon Valleys Suite 317,239,Current Account,18 - 35,Highschool and below,Contract,4627,Unstable,9,2789,Rented,1.0
117,Kathryn Williams,Male,213 Steven Shoals,156,Current Account,60 +,Highschool and below,Student,4627,Unstable,4,179487,Rented,0.0
118,Heather Barker,Female,017 Patrick Path Suite 032,222,Current Account,60 +,Highschool and below,Contract,4627,Unstable,9,2789,Owned,1.0
119,Nicole Sherman,Male,3413 Susan Views Suite 884,239,Current Account,60 +,Tertiary and above,Contract,24001,Unstable,9,2333,Rented,1.0
120,Elizabeth Boyd,Male,7381 Steven Union,239,Current Account,36 - 59,Highschool and below,Contract,4627,Stable,2,179487,Rented,0.0
121,Christina Waller,Male,7135 Nicole Fall,239,Current Account,60 +,Tertiary and above,Student,24001,Unstable,6,179487,Owned,1.0
122,Carol Coleman,Male,4456 Brooks Row,28,Savings Account,60 +,Highschool and below,Permanent,24001,Unstable,7,2789,Owned,1.0
123,Alexander Morgan,Female,4471 Steele Square Suite 016,239,Savings Account,60 +,Tertiary and above,Permanent,886,Unstable,7,2789,Rented,0.0
124,Donald Wise,Female,059 Payne Freeway Suite 763,239,Current Account,18 - 35,Tertiary and above,Permanent,886,Stable,1,2789,Rented,0.0
125,Lauren Castillo,Female,0978 Anderson Isle Apt. 085,193,Current Account,18 - 35,Highschool and below,Student,886,Stable,7,179487,Rented,1.0
126,Jorge Thompson,Female,40133 Hernandez Forest,145,Savings Account,36 - 59,Tertiary and above,Student,24001,Unstable,3,2789,Rented,0.0
127,Mrs. Melissa Kelly MD,Female,69386 Jones Tunnel,239,Savings Account,18 - 35,Tertiary and above,Contract,24001,Unstable,4,179487,Owned,1.0
128,Carl Fry,Female,78132 Carl Mills Suite 000,239,Savings Account,36 - 59,Tertiary and above,Permanent,886,Stable,8,179487,Owned,2.0
129,Janice Ross,Male,7452 Myers Park Apt. 735,239,Current Account,60 +,Tertiary and above,Student,24001,Stable,1,2333,Owned,0.0
130,Richard Valdez,Female,74029 Logan Gateway,156,Current Account,36 - 59,Highschool and below,Contract,24001,Unstable,0,179487,Rented,0.0
131,Mary Hardin,Male,5497 Kimberly Islands Suite 949,156,Savings Account,18 - 35,Tertiary and above,Permanent,886,Unstable,9,179487,Owned,2.0
132,Jessica Tucker,Female,0810 Evans Mountain,99,Current Account,36 - 59,Highschool and below,Contract,886,Stable,3,2789,Owned,0.0
133,Steven Kramer,Female,420 Patterson Cliffs,44,Savings Account,60 +,Highschool and below,Permanent,4627,Unstable,2,2333,Owned,0.0
134,Sheri Kelly,Female,47004 John Burgs Suite 815,44,Current Account,36 - 59,Tertiary and above,Contract,24001,Stable,2,2333,Rented,0.0
135,Mr. Ryan Perez,Female,4251 Ashley Extensions Suite 352,239,Current Account,60 +,Highschool and below,Permanent,24001,Unstable,8,2789,Owned,1.0
136,Robert Weber,Female,7667 Mays Forge,239,Current Account,36 - 59,Tertiary and above,Permanent,24001,Unstable,1,179487,Owned,0.0
137,Michael Turner,Male,1946 Kirby Dale Apt. 351,223,Current Account,60 +,Highschool and below,Student,24001,Unstable,4,2333,Rented,0.0
138,Tammy Santana DDS,Female,10093 Reynolds Valleys,193,Current Account,36 - 59,Tertiary and above,Student,24001,Unstable,0,179487,Owned,0.0
139,Jessica Burns,Female,77687 Mejia Freeway,223,Current Account,60 +,Tertiary and above,Student,4627,Stable,8,2789,Rented,1.0
140,Nicole Woods MD,Male,11590 John River,99,Savings Account,18 - 35,Highschool and below,Permanent,886,Stable,2,2333,Owned,0.0
141,Alison Burnett,Male,544 Hall Estate Suite 862,193,Savings Account,60 +,Highschool and below,Permanent,4627,Stable,10,2333,Rented,1.0
142,Timothy Rodgers,Female,58315 Gaines Highway Apt. 646,145,Savings Account,36 - 59,Highschool and below,Contract,4627,Unstable,7,179487,Owned,1.0
143,Shane Sanders,Male,49692 Stevens Cape,223,Savings Account,18 - 35,Tertiary and above,Contract,24001,Unstable,3,179487,Owned,1.0
144,Elizabeth Solomon DVM,Female,7327 Michael Shoal Apt. 763,222,Savings Account,36 - 59,Tertiary and above,Contract,886,Stable,3,179487,Owned,0.0
145,Laura Smith,Male,014 Margaret Corner,239,Savings Account,60 +,Tertiary and above,Contract,4627,Stable,9,179487,Owned,2.0
146,Anthony Friedman,Male,1398 Kelly Key Suite 783,222,Current Account,60 +,Tertiary and above,Student,886,Unstable,0,2789,Rented,0.0
147,Robert Delacruz,Male,76009 Caroline Parkway,239,Current Account,60 +,Tertiary and above,Contract,24001,Unstable,8,2789,Rented,1.0
148,Eric Mcdonald,Female,2100 Phillips Tunnel Apt. 517,28,Savings Account,18 - 35,Tertiary and above,Permanent,4627,Unstable,10,2789,Owned,2.0
149,Daniel Wheeler,Female,33574 Huber Forges,145,Current Account,36 - 59,Tertiary and above,Student,4627,Unstable,5,2789,Owned,0.0
150,Heather Reed,Female,15440 Jesse Light,44,Savings Account,18 - 35,Tertiary and above,Contract,886,Unstable,4,2789,Rented,0.0
151,Christie Stone,Female,731 Wright Summit,239,Savings Account,36 - 59,Highschool and below,Permanent,4627,Unstable,7,2789,Owned,1.0
152,Omar Taylor,Female,36028 Stephanie Highway Suite 284,239,Savings Account,36 - 59,Tertiary and above,Permanent,24001,Unstable,10,2333,Owned,2.0
153,Tina Bradley,Male,19785 Farley Groves Suite 593,222,Current Account,18 - 35,Tertiary and above,Student,886,Unstable,9,179487,Rented,1.0
154,Haley Johnson,Male,3283 Ramirez Locks,99,Current Account,60 +,Tertiary and above,Contract,4627,Unstable,5,2789,Owned,0.0
155,Tammy Williams,Male,03741 Morgan Locks Suite 043,223,Savings Account,18 - 35,Highschool and below,Permanent,4627,Stable,10,2789,Rented,2.0
156,Elizabeth Pearson,Male,93538 Hoffman Street Suite 026,239,Current Account,36 - 59,Tertiary and above,Permanent,4627,Stable,4,179487,Rented,1.0
157,Tammy Ballard,Female,40576 Oliver Orchard Apt. 158,239,Savings Account,60 +,Tertiary and above,Student,24001,Stable,8,179487,Owned,1.0
158,Cynthia Clarke,Female,6410 Hammond Prairie Apt. 319,239,Savings Account,36 - 59,Tertiary and above,Permanent,24001,Unstable,1,2333,Rented,0.0
159,Reginald Brown,Male,2545 Garcia Fort Suite 963,239,Savings Account,60 +,Highschool and below,Contract,4627,Stable,10,2789,Rented,1.0
160,Melissa Castillo,Female,21090 Villarreal Loop Suite 302,99,Savings Account,18 - 35,Highschool and below,Permanent,886,Unstable,9,2333,Rented,1.0
161,Charles Graves,Female,94397 Tammy Shoal,239,Savings Account,36 - 59,Highschool and below,Student,886,Unstable,1,2789,Owned,0.0
162,Shelley Santos,Male,43846 Moss Run Apt. 091,239,Current Account,60 +,Highschool and below,Permanent,24001,Stable,5,179487,Rented,1.0
163,Patricia Yoder,Female,482 Yoder Roads Suite 405,239,Current Account,36 - 59,Tertiary and above,Student,886,Stable,9,179487,Rented,1.0
164,Veronica Edwards,Female,7829 Micheal Tunnel,239,Current Account,36 - 59,Tertiary and above,Student,24001,Unstable,3,179487,Rented,0.0
165,Kylie Hernandez,Male,24475 Johnson Fields,28,Current Account,60 +,Tertiary and above,Permanent,4627,Unstable,7,2789,Rented,1.0
166,Christopher Galloway Jr.,Male,594 Mejia Parkways Suite 876,44,Savings Account,36 - 59,Highschool and below,Permanent,886,Stable,9,2789,Rented,1.0
167,Tiffany Diaz,Female,15591 Simon Centers,193,Savings Account,60 +,Highschool and below,Contract,24001,Unstable,4,2789,Rented,0.0
168,Brandy Valencia,Male,43808 Gentry Via,239,Savings Account,60 +,Tertiary and above,Student,4627,Unstable,7,179487,Owned,1.0
169,Miranda Mcmillan,Female,54315 Kyle Walks Apt. 953,239,Current Account,60 +,Tertiary and above,Permanent,886,Unstable,7,2333,Rented,0.0
170,Michelle Hart,Female,363 Julie Motorway Apt. 478,99,Current Account,60 +,Highschool and below,Contract,24001,Unstable,6,179487,Owned,1.0
171,Danielle Middleton,Female,49825 Sullivan Alley,44,Current Account,18 - 35,Highschool and below,Student,24001,Unstable,5,179487,Owned,1.0
172,Matthew White,Male,2708 Jennifer Mills Apt. 903,239,Current Account,36 - 59,Tertiary and above,Contract,886,Stable,1,179487,Owned,0.0
173,Whitney Farmer,Female,024 York Walks Apt. 509,222,Savings Account,60 +,Highschool and below,Student,886,Unstable,2,2333,Owned,0.0
174,Mary Lambert,Female,896 Johnson Wells,99,Current Account,18 - 35,Highschool and below,Student,886,Unstable,1,179487,Owned,0.0
175,Jessica Hall,Female,728 Lang Square,239,Current Account,36 - 59,Highschool and below,Permanent,886,Stable,4,2789,Owned,0.0
176,Keith Carroll,Male,692 Ruiz Pines Suite 619,239,Current Account,60 +,Highschool and below,Permanent,24001,Stable,6,179487,Rented,1.0
177,Dawn Hernandez,Male,54493 Justin Pike Suite 743,145,Savings Account,60 +,Tertiary and above,Student,24001,Stable,5,2789,Rented,0.0
178,Randy Green,Male,37935 Love Island Suite 002,239,Current Account,60 +,Highschool and below,Contract,4627,Stable,4,2333,Rented,0.0
179,Joseph Sanders,Female,072 Marissa Isle Apt. 211,99,Current Account,60 +,Tertiary and above,Contract,24001,Unstable,10,2789,Owned,2.0
180,Jake Johnson,Male,37601 Browning View,239,Current Account,36 - 59,Highschool and below,Permanent,4627,Unstable,6,2789,Owned,1.0
181,Karen Dyer,Female,64651 Claire Roads Apt. 577,99,Savings Account,36 - 59,Tertiary and above,Permanent,886,Stable,9,179487,Rented,2.0
182,Cody Clark,Male,707 Patton Trafficway Apt. 683,239,Current Account,18 - 35,Highschool and below,Student,886,Unstable,1,2789,Owned,0.0
183,Samantha Pacheco,Female,078 Claudia Pines Suite 503,239,Current Account,36 - 59,Highschool and below,Permanent,4627,Stable,2,179487,Rented,0.0
184,Martha Smith,Female,1543 Nielsen Ford,99,Current Account,36 - 59,Highschool and below,Contract,4627,Unstable,6,2333,Rented,0.0
185,Christina Howard,Female,1975 Savannah Mills Suite 942,28,Savings Account,60 +,Highschool and below,Permanent,886,Unstable,0,2789,Owned,0.0
186,Nicole Lee,Male,3882 Johnson Courts,239,Savings Account,18 - 35,Tertiary and above,Student,24001,Stable,4,2333,Rented,0.0
187,Mary Ross,Female,635 Bailey Bridge Apt. 795,156,Current Account,36 - 59,Highschool and below,Student,24001,Unstable,9,2789,Owned,1.0
188,Charles Reed,Male,0750 Mary Trafficway Apt. 772,145,Savings Account,60 +,Highschool and below,Contract,4627,Unstable,0,2789,Rented,0.0
189,Christopher Kim,Female,97385 Martin Locks Suite 677,156,Current Account,60 +,Highschool and below,Student,24001,Stable,7,2789,Rented,0.0
190,Susan Carter,Male,977 Mary Extension Suite 643,239,Current Account,60 +,Tertiary and above,Contract,886,Unstable,1,2333,Rented,0.0
191,Michelle Hernandez MD,Male,197 Raven Forks,239,Savings Account,18 - 35,Highschool and below,Permanent,4627,Unstable,1,179487,Rented,0.0
192,Erin Rodriguez,Male,2880 John Falls Apt. 770,193,Savings Account,60 +,Highschool and below,Contract,24001,Stable,10,179487,Owned,2.0
